Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Country_Encoded
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,-0.027815728960122257,2011-01-13 15:11:00,-0.0459993984749922,15916,United Kingdom,-0.018109127588526126,35
PINK FAIRY CAKE CHILDRENS APRON,-0.06684957445675406,2011-10-07 12:18:00,-0.05278738951155967,15719,United Kingdom,-0.0661563939817582,35
DRAWER KNOB CERAMIC IVORY,-0.038968256244874204,2011-07-24 11:55:00,-0.07541402630011788,12472,Germany,-0.044316727439379984,14
LUNCH BAG  BLACK SKULL.,-0.016663201675370314,2011-06-28 10:31:00,-0.0663633715846946,13656,United Kingdom,-0.01907977943485405,35
GOLD PHOTO FRAME,-0.005510674390618371,2011-12-09 10:20:00,-0.1052811868610147,16558,United Kingdom,-0.041793032638927384,35
GREEN METAL BOX ARMY SUPPLIES,0.01679438017888552,2011-08-15 14:17:00,0.19836827884143643,16902,United Kingdom,0.3157951075482785,35
VINTAGE HEADS AND TAILS CARD GAME ,-0.06684957445675406,2011-11-28 13:06:00,-0.08446468101554117,17019,United Kingdom,-0.06842124828985667,35
LUNCH BAG CARS BLUE,-0.06127331081437809,2011-08-10 16:39:00,-0.0663633715846946,16904,United Kingdom,-0.061788460673282544,35
JUMBO BAG STRAWBERRY,0.48520052613846715,2011-11-30 15:27:00,-0.060027913283898296,14258,United Kingdom,0.5066899706594361,35
VINTAGE  2 METRE FOLDING RULER,-0.005510674390618371,2011-11-21 13:14:00,-0.0663633715846946,14482,United Kingdom,-0.008402609125246934,35
ZINC FOLKART SLEIGH BELLS,-0.038968256244874204,2011-08-04 15:07:00,-0.06455324064160994,15046,United Kingdom,-0.03965759857700596,35
3 ROSE MORRIS BOXED CANDLES,-0.005510674390618371,2010-12-16 13:44:00,-0.08446468101554117,15157,United Kingdom,-0.023933038666493652,35
CLAM SHELL LARGE,-0.06684957445675406,2010-12-02 13:49:00,0.02866850292724988,17976,United Kingdom,-0.06033248290379067,35
ABC TREASURE BOOK BOX ,-0.06684957445675406,2011-03-07 13:38:00,-0.039211407438424745,12754,Japan,-0.06518574213543027,19
WHITE HANGING HEART T-LIGHT HOLDER,-0.06127331081437809,2011-01-23 12:08:00,-0.007534115934443245,13659,United Kingdom,-0.053376144671773894,35
SET OF SALT AND PEPPER TOADSTOOLS,-0.038968256244874204,2011-04-14 15:26:00,-0.08446468101554117,16393,United Kingdom,-0.04819933482469166,35
ALARM CLOCK BAKELIKE GREEN,-0.050120783529626144,2011-01-12 10:16:00,0.02866850292724988,16655,United Kingdom,-0.023933038666493652,35
HOME SWEET HOME BLACKBOARD,-0.06127331081437809,2011-09-05 10:15:00,0.08297243121978959,16255,United Kingdom,-0.040434120054068295,35
JUMBO BAG OWLS,-0.016663201675370314,2011-09-16 12:22:00,-0.04690446394653453,17068,United Kingdom,-0.005167102970820523,35
PARTY PIZZA DISH RED RETROSPOT,0.46289547156896327,2011-12-07 15:16:00,-0.13243315100728456,14646,Netherlands,-0.013449998726152105,23
TRAVEL CARD WALLET SKULLS,0.061404489317893295,2011-10-21 12:05:00,-0.12202489808454779,17068,United Kingdom,-0.03985172894627154,35
DOORMAT SPOTTY HOME SWEET HOME,-0.06127331081437809,2011-08-15 15:06:00,0.21873225195113885,15023,United Kingdom,-0.02102108312750989,35
HANGING HEART JAR T-LIGHT HOLDER,-0.038968256244874204,2011-11-13 14:20:00,-0.08446468101554117,14698,United Kingdom,-0.04819933482469166,35
LUNCH BAG APPLE DESIGN,-0.06127331081437809,2011-06-30 13:17:00,-0.0663633715846946,17841,United Kingdom,-0.061788460673282544,35
PACK OF 60 PINK PAISLEY CAKE CASES,-0.06684957445675406,2011-07-11 17:03:00,-0.11614197251952264,15577,United Kingdom,-0.07068610259795514,35
60 CAKE CASES VINTAGE CHRISTMAS,0.061404489317893295,2011-10-18 12:59:00,-0.11614197251952264,12540,Spain,-0.02975694974446117,30
DRAWER KNOB CRACKLE GLAZE IVORY,-0.038968256244874204,2011-06-28 13:55:00,-0.0663633715846946,16928,United Kingdom,-0.0404341200540683,35
KEEP OUT BOYS DOOR HANGER ,-0.06684957445675406,2011-05-04 11:12:00,-0.07541402630011788,14606,United Kingdom,-0.06777414705897139,35
HEART WREATH DECORATION WITH BELL,-0.005510674390618371,2011-10-31 11:10:00,-0.08446468101554117,13994,United Kingdom,-0.023933038666493652,35
PACK OF 60 SPACEBOY CAKE CASES,-0.06684957445675406,2011-04-03 14:24:00,-0.11614197251952264,18116,United Kingdom,-0.07068610259795514,35
3 DRAWER ANTIQUE WHITE WOOD CABINET,-0.06127331081437809,2011-09-15 18:49:00,0.26398552552825516,16350,United Kingdom,-0.014550070818657094,35
VINTAGE DOILY TRAVEL SEWING KIT,-0.06684957445675406,2011-11-27 13:41:00,-0.05278738951155967,16005,United Kingdom,-0.0661563939817582,35
FELTCRAFT GIRL AMELIE KIT,-0.050120783529626144,2011-10-20 12:07:00,0.08297243121978959,17365,United Kingdom,-0.008402609125246924,35
RED BABY BUNTING ,-0.044544519887250174,2011-02-24 11:55:00,-0.007534115934443245,14231,United Kingdom,-0.024741915205100252,35
ALARM CLOCK BAKELIKE RED ,-0.050120783529626144,2011-11-17 17:50:00,0.02866850292724988,16042,United Kingdom,-0.023933038666493652,35
ALARM CLOCK BAKELIKE PINK,-0.06684957445675406,2011-08-17 12:24:00,0.02866850292724988,16729,United Kingdom,-0.06033248290379067,35
SET/4 COLOURFUL MIXING BOWLS,-0.06684957445675406,2011-11-04 12:05:00,0.3092387991053716,17979,United Kingdom,-0.04027234474634698,35
CAKE PLATE LOVEBIRD PINK,-0.05569704717200212,2011-10-26 14:39:00,0.08297243121978959,12569,Germany,-0.02441836458965761,14
FRENCH BATHROOM SIGN BLUE METAL,-0.005510674390618371,2011-04-17 13:02:00,-0.0663633715846946,12997,United Kingdom,-0.008402609125246934,35
COLOUR GLASS T-LIGHT HOLDER HANGING,-0.038968256244874204,2011-05-22 13:01:00,-0.11161664516181101,14769,United Kingdom,-0.059847156980626696,35
COOK WITH WINE METAL SIGN ,-0.06684957445675406,2011-01-18 13:05:00,-0.05278738951155967,18118,United Kingdom,-0.0661563939817582,35
WOODEN UNION JACK BUNTING,-0.038968256244874204,2011-04-04 11:34:00,0.128225704796906,13319,United Kingdom,0.043041938730132866,35
MOTHER'S KITCHEN SPOON REST ,-0.06684957445675406,2011-10-24 17:07:00,0.1965581478983518,14096,United Kingdom,-0.048328755070868715,35
BLACK HEART CARD HOLDER,0.12831965302640497,2010-12-07 16:43:00,-0.036496211023797756,18102,United Kingdom,0.19659906081920986,35
HEART IVORY TRELLIS SMALL,0.061404489317893295,2010-12-13 17:40:00,-0.08446468101554117,14525,United Kingdom,0.024599553649902368,35
BREAD BIN DINER STYLE MINT,-0.050120783529626144,2011-02-10 10:18:00,0.5355051669909536,17686,United Kingdom,0.12101763705180912,35
WOOD BLACK BOARD ANT WHITE FINISH,-0.06127331081437809,2011-04-21 13:17:00,0.21873225195113885,13267,United Kingdom,-0.02102108312750989,35
GAOLERS KEYS DECORATIVE GARDEN ,-0.038968256244874204,2011-06-26 11:59:00,0.02866850292724988,16728,United Kingdom,0.00033325749170435746,35
PINK BLUE FELT CRAFT TRINKET BOX,-0.005510674390618371,2011-02-25 14:24:00,-0.08446468101554117,12921,United Kingdom,-0.023933038666493652,35
ROLL WRAP VINTAGE CHRISTMAS,-0.044544519887250174,2011-11-15 16:42:00,-0.08446468101554117,17231,United Kingdom,-0.052243717517724664,35
FELTCRAFT PRINCESS CHARLOTTE DOLL,0.01679438017888552,2011-11-10 16:03:00,0.02866850292724988,16126,United Kingdom,0.12166473828269442,35
WHITE SKULL HOT WATER BOTTLE ,-0.050120783529626144,2011-09-20 11:39:00,0.05129513971580809,17686,United Kingdom,-0.01746202635764085,35
12 PENCIL SMALL TUBE WOODLAND,0.061404489317893295,2011-01-05 12:42:00,-0.11161664516181101,12681,France,-0.021991734973837808,13
GOLD MUG BONE CHINA TREE OF LIFE,0.061404489317893295,2011-11-17 08:41:00,-0.09306280299519328,17828,Malta,0.009845645585717981,22
JARDIN ETCHED GLASS FRUITBOWL,-0.06127331081437809,2010-12-15 12:09:00,0.3454414179670648,16003,United Kingdom,-0.002902248662722044,35
60 CAKE CASES VINTAGE CHRISTMAS,0.061404489317893295,2011-11-08 10:29:00,-0.11614197251952264,13329,United Kingdom,-0.02975694974446117,35
ALARM CLOCK BAKELIKE PINK,-0.06684957445675406,2011-10-30 13:09:00,0.02866850292724988,14710,United Kingdom,-0.06033248290379067,35
LUNCH BAG SPACEBOY DESIGN ,-0.016663201675370314,2011-11-29 15:59:00,-0.0663633715846946,17682,United Kingdom,-0.01907977943485405,35
ASSORTED COLOUR MINI CASES,-0.06684957445675406,2011-02-25 11:56:00,0.21873225195113885,14470,United Kingdom,-0.04674335705519978,35
YOU'RE CONFUSING ME METAL SIGN ,-0.005510674390618371,2011-11-11 11:34:00,-0.06455324064160994,17162,United Kingdom,-0.00684956617112225,35
3 TRADITIONAl BISCUIT CUTTERS  SET,-0.038968256244874204,2011-05-27 13:34:00,-0.0459993984749922,12876,Belgium,-0.03169825343711701,3
BLUE POLKADOT CUP,-0.038968256244874204,2011-03-21 11:24:00,-0.10256599044638771,15039,United Kingdom,-0.05596454959531503,35
GARLAND WITH HEARTS AND BELLS,-0.06684957445675406,2011-02-04 14:08:00,0.08297243121978959,16725,United Kingdom,-0.056449875518478985,35
ROMANTIC IMAGES GIFT WRAP SET,-0.038968256244874204,2011-03-28 12:49:00,-0.0459993984749922,15249,United Kingdom,-0.03169825343711701,35
HANGING HEART JAR T-LIGHT HOLDER,-0.005510674390618371,2010-12-12 12:01:00,-0.08446468101554117,16367,United Kingdom,-0.023933038666493652,35
WOODEN PICTURE FRAME WHITE FINISH,-0.050120783529626144,2011-05-08 12:36:00,-0.025635425365289826,15059,United Kingdom,-0.03946346820774038,35
WOODEN PICTURE FRAME WHITE FINISH,-0.06127331081437809,2011-01-09 11:20:00,-0.025635425365289826,14810,United Kingdom,-0.05596454959531503,35
THREE MINI HANGING FRAMES,-0.06684957445675406,2011-11-16 15:26:00,0.04676981235809646,17368,United Kingdom,-0.0590382804420201,35
ZINC METAL HEART DECORATION,-0.005510674390618371,2011-03-21 10:31:00,-0.08446468101554117,15615,United Kingdom,-0.023933038666493652,35
SET/6 FRUIT SALAD PAPER CUPS,0.7305561264030099,2011-04-19 14:49:00,-0.13243315100728456,14298,United Kingdom,0.016057817402216665,35
SET OF 3 HANGING OWLS OLLIE BEAK,-0.050120783529626144,2011-10-10 13:38:00,-0.08446468101554117,14451,United Kingdom,-0.05628810021075766,35
ALARM CLOCK BAKELIKE RED ,-0.050120783529626144,2011-10-07 10:41:00,0.02866850292724988,14844,United Kingdom,-0.023933038666493652,35
FELTCRAFT GIRL AMELIE KIT,-0.06684957445675406,2011-11-25 11:41:00,0.08297243121978959,12748,United Kingdom,-0.056449875518478985,35
SKULL LUNCH BOX WITH CUTLERY ,-0.05569704717200212,2011-09-20 13:20:00,-0.025635425365289826,16327,United Kingdom,-0.0477140089015277,35
LAUREL STAR ANTIQUE GOLD,-0.05569704717200212,2011-11-20 13:16:00,-0.08446468101554117,16710,United Kingdom,-0.06033248290379067,35
PINK FAIRY CAKE CHILDRENS APRON,-0.05569704717200212,2011-11-27 16:02:00,-0.05278738951155967,13991,United Kingdom,-0.05353791997949523,35
SET OF 72 PINK HEART PAPER DOILIES,-0.050120783529626144,2011-01-18 13:38:00,-0.07541402630011788,15023,United Kingdom,-0.05369969528721654,35
BUBBLEGUM RING ASSORTED,0.12831965302640497,2011-07-20 11:38:00,-0.12202489808454779,15529,United Kingdom,-0.023544777927962487,35
CREAM HEART CARD HOLDER,-0.038968256244874204,2011-03-09 13:56:00,0.03771915764267317,16771,United Kingdom,0.004215864877016048,35
SET/6 COLLAGE PAPER CUPS,-0.027815728960122257,2011-05-15 16:02:00,-0.13243315100728456,15854,United Kingdom,-0.06754766162816155,35
WICKER WREATH SMALL,-0.050120783529626144,2011-01-09 14:28:00,-0.07541402630011788,13565,United Kingdom,-0.05369969528721654,35
KNEELING MAT HOUSEWORK  DESIGN,-0.06684957445675406,2011-12-04 15:19:00,-0.1052811868610147,13736,United Kingdom,-0.06990958112089282,35
MINIATURE ANTIQUE ROSE HOOK IVORY,-0.005510674390618371,2011-12-06 13:13:00,-0.10347105591793004,13507,United Kingdom,-0.04023998968480272,35
RED RETROSPOT BOWL,-0.027815728960122257,2011-03-28 14:07:00,-0.08446468101554117,12474,Germany,-0.040110569438625655,14
SMALL RED RETROSPOT WINDMILL,-0.06127331081437809,2011-06-02 12:08:00,-0.08446468101554117,16729,United Kingdom,-0.06437686559682367,35
VINTAGE SNAKES & LADDERS,-0.050120783529626144,2011-09-16 09:27:00,0.02866850292724988,15382,United Kingdom,-0.023933038666493652,35
SMALL YELLOW BABUSHKA NOTEBOOK ,-0.005510674390618371,2011-09-09 10:51:00,-0.10256599044638771,12674,France,-0.03946346820774038,13
FIVE HEART HANGING DECORATION,-0.06684957445675406,2011-03-04 13:58:00,-0.007534115934443245,14670,United Kingdom,-0.0629208878273318,35
JUMBO BAG DOILEY PATTERNS,-0.016663201675370314,2011-05-25 17:12:00,-0.04690446394653453,16161,United Kingdom,-0.005167102970820523,35
FELTCRAFT PRINCESS OLIVIA DOLL,-0.050120783529626144,2011-09-19 10:36:00,0.02866850292724988,13325,United Kingdom,-0.023933038666493652,35
NATURAL SLATE HEART CHALKBOARD ,-0.05569704717200212,2011-01-17 10:52:00,-0.007534115934443245,12872,United Kingdom,-0.04383140151621601,35
ROUND SNACK BOXES SET OF4 WOODLAND ,-0.005510674390618371,2011-10-30 16:10:00,-0.007534115934443245,13870,United Kingdom,0.04207128688380495,35
SET OF 6 VINTAGE NOTELETS KIT,0.061404489317893295,2011-05-09 12:29:00,-0.11161664516181101,13394,United Kingdom,-0.021991734973837808,35
SMALL GLASS HEART TRINKET POT,0.1952348167349166,2011-11-17 10:01:00,-0.05731271686927131,13756,United Kingdom,0.2148473155301748,35
JUMBO BAG PINK VINTAGE PAISLEY,0.03909943474838941,2011-07-20 12:05:00,-0.04690446394653453,12757,Portugal,0.06213142504124863,26
SHELF WITH 4 HOOKS HOME SWEET HOME,-0.06127331081437809,2011-09-07 12:55:00,0.1418016868700409,14530,United Kingdom,-0.03202180405255965,35
JAM JAR WITH GREEN LID,-0.005510674390618371,2011-11-13 14:45:00,-0.10256599044638771,14911,EIRE,-0.03946346820774038,10
SET/20 RED RETROSPOT PAPER NAPKINS ,-0.005510674390618371,2011-04-18 10:20:00,-0.10256599044638771,15491,United Kingdom,-0.03946346820774038,35
PLEASE ONE PERSON METAL SIGN,-0.050120783529626144,2011-03-20 12:07:00,-0.0459993984749922,18225,United Kingdom,-0.0452873792857079,35
RED SPOTTY BISCUIT TIN,-0.06684957445675406,2010-12-05 12:13:00,0.02866850292724988,18118,United Kingdom,-0.06033248290379067,35
DOORMAT WELCOME PUPPIES,0.48520052613846715,2011-05-16 14:24:00,0.06622871999625651,18102,United Kingdom,1.4093961877444021,35
3 TRADITIONAl BISCUIT CUTTERS  SET,-0.06684957445675406,2011-11-28 15:54:00,0.04586474688655411,14096,United Kingdom,-0.059102990565108635,35
VINTAGE GLASS T-LIGHT HOLDER,-0.005510674390618371,2011-11-09 16:33:00,-0.10347105591793004,15916,United Kingdom,-0.04023998968480272,35
TRAVEL CARD WALLET PANTRY,-0.06684957445675406,2011-12-04 12:32:00,-0.12202489808454779,14583,United Kingdom,-0.07110671839803058,35
CHILDRENS CUTLERY RETROSPOT RED ,-0.05569704717200212,2011-10-20 10:41:00,0.04676981235809646,17238,United Kingdom,-0.03218357936028097,35
BAKING SET SPACEBOY DESIGN,-0.06127331081437809,2011-06-29 11:46:00,0.08297243121978959,14577,United Kingdom,-0.040434120054068295,35
MINI WOODEN HAPPY BIRTHDAY GARLAND,-0.005510674390618371,2011-07-31 11:45:00,-0.06455324064160994,14911,EIRE,-0.00684956617112225,10
SET OF 4 PANTRY JELLY MOULDS,-0.005510674390618371,2011-05-25 09:35:00,-0.08446468101554117,13102,United Kingdom,-0.023933038666493652,35
TV DINNER TRAY DOLLY GIRL,-0.06684957445675406,2011-03-23 11:30:00,0.08297243121978959,13821,United Kingdom,-0.056449875518478985,35
PACK OF 12 WOODLAND TISSUES ,0.7305561264030099,2010-12-16 19:09:00,-0.12790782364957293,12348,Finland,0.06264910602595684,12
EGG FRYING PAN IVORY ,-0.06684957445675406,2011-11-27 13:41:00,-0.04690446394653453,16005,United Kingdom,-0.06573577818168275,35
EMPIRE GIFT WRAP,0.06698075296026927,2011-08-28 12:31:00,-0.12202489808454779,16686,United Kingdom,-0.038492816361412455,35
SET OF 3 CAKE TINS SKETCHBOOK,-0.05569704717200212,2010-12-17 10:54:00,0.08297243121978959,17404,Sweden,-0.02441836458965761,31
ANTIQUE ALL GLASS CANDLESTICK,-0.06127331081437809,2011-11-20 12:20:00,-0.0459993984749922,14704,United Kingdom,-0.05887650513429879,35
DINOSAUR KEYRINGS ASSORTED,0.32906514415193994,2011-08-19 10:18:00,-0.13152808553574225,16122,United Kingdom,-0.023544777927962487,35
RED PAPER PARASOL,0.027946907463637462,2011-01-26 09:04:00,-0.007534115934443245,12971,United Kingdom,0.09933974581715224,35
SET OF 3 WOODEN TREE DECORATIONS,-0.050120783529626144,2011-08-24 10:45:00,-0.08446468101554117,14796,United Kingdom,-0.05628810021075766,35
JUMBO BAG OWLS,-0.05569704717200212,2011-01-09 14:12:00,-0.05278738951155967,15005,United Kingdom,-0.05353791997949523,35
LUNCH BAG DOILEY PATTERN ,-0.06684957445675406,2011-06-19 13:26:00,-0.0663633715846946,16326,United Kingdom,-0.06712704582808611,35
SET/20 RED RETROSPOT PAPER NAPKINS ,-0.005510674390618371,2011-04-21 13:11:00,-0.10256599044638771,12354,Spain,-0.03946346820774038,30
STOOL HOME SWEET HOME ,-0.06684957445675406,2011-09-09 13:14:00,0.4246346467270185,14312,United Kingdom,-0.03202180405255965,35
CERAMIC BOWL WITH STRAWBERRY DESIGN,-0.06684957445675406,2011-10-02 15:33:00,-0.007534115934443245,17841,United Kingdom,-0.0629208878273318,35
FELTCRAFT DOLL EMILY,-0.038968256244874204,2011-09-13 14:30:00,-0.007534115934443245,14132,United Kingdom,-0.01519717204954236,35
POLYESTER FILLER PAD 45x45cm,-0.06684957445675406,2011-06-08 13:35:00,-0.07088869894240624,17841,United Kingdom,-0.06745059644352874,35
OVEN MITT APPLES DESIGN,-0.016663201675370314,2011-10-17 13:25:00,-0.07541402630011788,15066,United Kingdom,-0.025550791743706853,35
SET OF 60 VINTAGE LEAF CAKE CASES ,0.061404489317893295,2011-09-23 09:00:00,-0.11614197251952264,12619,Germany,-0.02975694974446117,14
RIBBON REEL CHRISTMAS PRESENT ,-0.044544519887250174,2011-10-06 14:50:00,-0.0663633715846946,12757,Portugal,-0.04577270520887186,26
SMALL MARSHMALLOWS PINK BOWL,0.01679438017888552,2011-11-14 09:05:00,-0.12202489808454779,17744,United Kingdom,-0.05072302962514426,35
PARTY METAL SIGN ,-0.06127331081437809,2011-08-01 11:57:00,-0.07541402630011788,16904,United Kingdom,-0.0630826631350531,35
SWEETHEART WALL TIDY ,-0.06127331081437809,2011-11-17 12:05:00,0.3092387991053716,12749,United Kingdom,-0.008079058509804291,35
EMBROIDERED RIBBON REEL REBECCA ,-0.06684957445675406,2011-12-05 12:30:00,-0.010249312349070233,14649,United Kingdom,-0.06311501819659737,35
BATH BUILDING BLOCK WORD,-0.038968256244874204,2011-01-18 10:41:00,0.128225704796906,15291,United Kingdom,0.043041938730132866,35
BISCUIT TIN VINTAGE CHRISTMAS,-0.038968256244874204,2011-12-02 14:48:00,-0.010249312349070233,18245,United Kingdom,-0.016361954265135873,35
TRADITIONAL NAUGHTS & CROSSES,-0.06127331081437809,2011-11-24 16:59:00,-0.0663633715846946,15910,United Kingdom,-0.061788460673282544,35
RED HANGING HEART T-LIGHT HOLDER,-0.05569704717200212,2011-01-10 14:57:00,-0.007534115934443245,17406,United Kingdom,-0.04383140151621601,35
PACK OF 72 RETROSPOT CAKE CASES,0.061404489317893295,2011-04-26 12:29:00,-0.11614197251952264,14854,United Kingdom,-0.02975694974446117,35
RETROSPOT RED WASHING UP GLOVES,-0.050120783529626144,2011-10-10 15:39:00,-0.0459993984749922,14535,United Kingdom,-0.0452873792857079,35
GLASS JAR DAISY FRESH COTTON WOOL,-0.06684957445675406,2011-11-29 12:06:00,-0.007534115934443245,14452,United Kingdom,-0.0629208878273318,35
BLUE SPOT CERAMIC DRAWER KNOB,-0.005510674390618371,2011-06-07 10:44:00,-0.08446468101554117,18072,United Kingdom,-0.023933038666493652,35
ROBOT BIRTHDAY CARD,-0.005510674390618371,2011-09-12 14:15:00,-0.12202489808454779,13309,United Kingdom,-0.05615867996458061,35
SET 12 COLOUR PENCILS LOVE LONDON,-0.05569704717200212,2011-11-29 12:09:00,-0.11161664516181101,13137,United Kingdom,-0.0661563939817582,35
WOODEN FRAME ANTIQUE WHITE ,-0.05569704717200212,2010-12-15 10:57:00,-0.007534115934443245,17449,United Kingdom,-0.04383140151621601,35
WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1952348167349166,2011-12-05 13:10:00,-0.12790782364957293,16904,United Kingdom,-0.027427385313274173,35
VINTAGE DOILY TRAVEL SEWING KIT,-0.050120783529626144,2011-11-27 11:22:00,-0.05278738951155967,18145,United Kingdom,-0.04722868297836374,35
HOME SWEET HOME BLACKBOARD,-0.038968256244874204,2011-10-12 12:08:00,0.08297243121978959,12444,Norway,0.023628901803574454,24
IVORY HANGING DECORATION  HEART,0.061404489317893295,2011-07-24 12:20:00,-0.10256599044638771,15708,United Kingdom,-0.006461305432591089,35
HANGING HEART JAR T-LIGHT HOLDER,-0.005510674390618371,2011-06-22 11:59:00,-0.08446468101554117,18155,United Kingdom,-0.023933038666493652,35
PINK FLOWER CROCHET FOOD COVER,-0.06127331081437809,2011-09-19 13:45:00,0.02866850292724988,15504,United Kingdom,-0.04819933482469166,35
PHOTO FRAME CORNICE,-0.050120783529626144,2011-01-27 12:40:00,-0.007534115934443245,14701,United Kingdom,-0.03428665836065813,35
WALL ART ANIMALS AND NATURE ,-0.06684957445675406,2011-10-31 12:21:00,0.02866850292724988,14808,United Kingdom,-0.06033248290379067,35
WALL ART BICYCLE SAFETY,-0.050120783529626144,2011-11-27 11:18:00,0.128225704796906,17769,United Kingdom,0.004539415492458681,35
S/4 PINK FLOWER CANDLES IN BOWL,-0.06684957445675406,2011-05-10 13:24:00,-0.0663633715846946,16791,United Kingdom,-0.06712704582808611,35
ROUND PURPLE CLOCK WITH SUCKER,-0.06684957445675406,2011-09-25 13:47:00,-0.13243315100728456,13991,United Kingdom,-0.07185088481354865,35
SET3 BOOK BOX GREEN GINGHAM FLOWER ,-0.05569704717200212,2011-09-22 19:54:00,0.05129513971580809,14562,United Kingdom,-0.031212927513953055,35
SILVER FABRIC MIRROR,-0.06684957445675406,2011-12-08 15:31:00,-0.12338249629186127,14796,United Kingdom,-0.07120378358266337,35
SET OF 12 FAIRY CAKE BAKING CASES,-0.05569704717200212,2011-11-21 15:57:00,-0.10347105591793004,16712,United Kingdom,-0.06440922065836793,35
WOOD BLACK BOARD ANT WHITE FINISH,0.12831965302640497,2011-12-07 14:34:00,0.16442832365859913,12747,United Kingdom,0.7137623645427258,35
HOME BUILDING BLOCK WORD,-0.038968256244874204,2011-04-20 12:30:00,0.128225704796906,17463,United Kingdom,0.043041938730132866,35
REGENCY TEA PLATE GREEN ,-0.038968256244874204,2011-10-16 13:51:00,-0.0663633715846946,16533,United Kingdom,-0.0404341200540683,35
HERB MARKER BASIL,-0.06684957445675406,2011-05-15 16:13:00,-0.11161664516181101,16877,United Kingdom,-0.07036255198251251,35
PAPER CHAIN KIT VINTAGE CHRISTMAS,-0.038968256244874204,2011-09-30 14:07:00,-0.007534115934443245,15411,United Kingdom,-0.01519717204954236,35
FELTCRAFT HAIRBAND PINK AND BLUE,-0.050120783529626144,2011-08-08 13:53:00,-0.10256599044638771,13869,United Kingdom,-0.06146491005783991,35
GINGHAM HEART DECORATION,-0.005510674390618371,2011-06-10 10:26:00,-0.10256599044638771,17064,United Kingdom,-0.03946346820774038,35
BLOSSOM IMAGES GIFT WRAP SET,-0.06684957445675406,2011-11-08 14:22:00,-0.11161664516181101,12748,United Kingdom,-0.07036255198251251,35
RECYCLING BAG RETROSPOT ,-0.044544519887250174,2011-11-11 11:56:00,-0.0459993984749922,13137,United Kingdom,-0.038492816361412455,35
BOTANICAL GARDENS WALL CLOCK ,-0.050120783529626144,2011-10-21 08:24:00,0.8002368174170847,15969,United Kingdom,0.19672848106538693,35
VINTAGE CREAM DOG FOOD CONTAINER,-0.06127331081437809,2011-09-19 12:27:00,0.24362155241855282,15594,United Kingdom,-0.01746202635764085,35
FRENCH FLORAL CUSHION COVER ,-0.06127331081437809,2011-05-06 19:44:00,-0.10256599044638771,12748,United Kingdom,-0.06696527052036479,35
PINK POLKADOT BOWL,-0.06127331081437809,2011-11-22 12:47:00,-0.08446468101554117,14657,United Kingdom,-0.06437686559682367,35
LUNCH BAG PINK POLKADOT,-0.050120783529626144,2011-06-12 14:15:00,-0.0663633715846946,16794,United Kingdom,-0.05111129036367542,35
HEART OF WICKER LARGE,0.061404489317893295,2011-02-11 11:40:00,-0.007534115934443245,12897,United Kingdom,0.15660820475049958,35
3 RAFFIA RIBBONS 50'S CHRISTMAS ,-0.038968256244874204,2011-11-27 15:59:00,-0.1052811868610147,15861,United Kingdom,-0.05712933181090853,35
REGENCY CAKESTAND 3 TIER,0.005641852894133573,2011-01-27 11:05:00,0.4359479651212976,12539,Spain,0.5050722175822229,30
DOLLY GIRL MINI BACKPACK,-0.06127331081437809,2011-09-15 17:00:00,0.04676981235809646,17530,United Kingdom,-0.04561092990115054,35
CALENDAR FAMILY FAVOURITES,-0.05569704717200212,2011-07-28 15:04:00,-0.007534115934443245,17965,United Kingdom,-0.04383140151621601,35
RED RETROSPOT PICNIC BAG,-0.044544519887250174,2011-06-05 14:18:00,-0.007534115934443245,13862,United Kingdom,-0.024741915205100252,35
BLUE SPOT CERAMIC DRAWER KNOB,0.46289547156896327,2011-05-10 12:20:00,-0.09306280299519328,15311,United Kingdom,0.25677947529154094,35
CHILLI LIGHTS,0.46289547156896327,2011-03-07 11:06:00,0.08297243121978959,16013,United Kingdom,1.4650468936005363,35
LUNCH BAG APPLE DESIGN,-0.016663201675370314,2011-05-11 13:16:00,-0.0663633715846946,14056,United Kingdom,-0.01907977943485405,35
LOVE HOT WATER BOTTLE,-0.05569704717200212,2011-10-03 12:47:00,0.128225704796906,14360,United Kingdom,-0.014711846126378403,35
HAND WARMER SCOTTY DOG DESIGN,0.46289547156896327,2011-11-11 16:33:00,-0.05731271686927131,15903,United Kingdom,0.5021602620432393,35
SET OF 3 HEART COOKIE CUTTERS,-0.06684957445675406,2011-09-11 13:39:00,-0.07541402630011788,17864,United Kingdom,-0.06777414705897139,35
CHILDREN'S CIRCUS PARADE MUG,-0.06127331081437809,2011-10-16 16:13:00,-0.0663633715846946,13760,United Kingdom,-0.061788460673282544,35
ASSORTED MINI MADRAS NOTEBOOK,-0.005510674390618371,2011-03-09 12:35:00,-0.08446468101554117,15529,United Kingdom,-0.023933038666493652,35
PHOTO FRAME 3 CLASSIC HANGING,-0.06127331081437809,2011-11-07 15:33:00,0.3092387991053716,17043,United Kingdom,-0.008079058509804291,35
CHARLOTTE BAG PINK POLKADOT,-0.050120783529626144,2011-03-17 20:12:00,-0.10256599044638771,15861,United Kingdom,-0.06146491005783991,35
